Code,Title,Brand,Model,Price,Category
5563995,"""Lavadora A.pressao Lv1400 Famastil 1400wx127v""","""FAMASTIL TAURUS""","""Famastil taurus""",821.67,ed
5953278,"""Lavadora Alta Pressao 1500psi 1200w X 127v Tramontina""","""TRAMONTINA""","""""",566.41,ed
6415424,"""Lava e Seca Evo 7 kg Mueller""","""MUELLER LAVADORAS""","""Mueller lavadoras""",2399.9,ed
6035282,"""Lava e Seca Vip 7 kg Mueller""","""MUELLER LAVADORAS""","""Mueller lavadoras""",2799.9,ed
5900729,"""Lavadora Roupas 15kg 127v Azul Colormaq""","""COLORMAQ - COLOR VISAO DO BRASIL IND.ACRILICA""","""Colormaq - color visao do brasil ind.acrilica""",916,ed
5951609,"""Lavadora Roupas 13kg 127v Branca Colormaq""","""COLORMAQ - COLOR VISAO DO BRASIL IND.ACRILICA""","""Colormaq - color visao do brasil ind.acrilica""",832.72,ed
6253600,"""Lavadora Special Lava E Seca Easy Dry 7kg 110v 60hz Mueller""","""Mueller""","""""",2729.9,ed
5516042,"""Máquina de Lavar Roupas Consul 13kg Maxi Economia CWE13  127V Branco""","""Consul""","""""",1989.9,ed
5511245,"""Máquina de Lavar Roupas Consul 13kg Maxi Economia CWE13  220V Branco""","""Consul""","""""",1989.9,ed
5265854,"""Máquina de Lavar Roupas Brastemp Double Wash 15kg BWD15 220V Platinum""","""Brastemp""","""""",3299.9,ed
5545582,"""Máquina de Lavar Roupas Brastemp Automática 15kg Double Wash 220V Branco""","""Brastemp""","""""",2899.9,ed
5570437,"""Máquina de Lavar Roupas Brastemp 9kg BWJ09  220V Branco""","""Brastemp""","""""",1739.9,ed
5553842,"""Máquina de Lavar Roupas Brastemp Agua Fria Ative 9 Kg  127V Branco""","""Brastemp""","""""",1739.9,ed
5384746,"""Máquina de Lavar Roupas Brastemp Automática 15kg Double Wash 127V Branco""","""Brastemp""","""""",2899.9,ed
5434440,"""Lava e Seca LG WD9WE6 Branca com 6 Movimentos de Lavagem - 8,5Kg""","""LG""","""""",2499.99,ed
5975725,"""Lava e Seca 8kg Acqua LSC Midea 127V Branco""","""Midea""","""""",3299.9,ed
5168897,"""Lava e Seca 8kg Acqua LSC Midea 127V Branco""","""Midea""","""""",2999.9,ed
5529229,"""Lava e Seca 8kg Acqua LSC Midea 220V Branco""","""Midea""","""""",2999.9,ed
5727303,"""Lava e Seca 8kg Acqua LSC Midea 127V Branco""","""Midea""","""""",3699.9,ed
5720178,"""Lava e Seca 8kg Acqua LSC Midea 220V Branco""","""Midea""","""""",3299.9,ed
5204065,"""Lavadora 10Kg Arno Lavete Intense Lm60 - Lm60""","""ARNO""","""""",659,ed
5410940,"""Lavadora 4Kg Mueller Super Pop - 600022014""","""MUELLER""","""""",519,ed
6093794,"""Lava e Seca LG Prime Touch LED 14Kg Branca 127V - WD1014RW""","""LG""","""""",4999,ed
5010447,"""Lava e Seca 12kg Acqua LSC Midea 220V Branco""","""Midea""","""""",3699.9,ed
7173847,"""Lava E Seca Midea Prata 12kg 220v""","""Midea""","""""",None,ed
5764050,"""Máquina de Lavar Roupas Brastemp Automática 11kg Ative Bwj11ab  127V Branco""","""Brastemp""","""""",1819.9,ed
5997128,"""Máquina de Lavar Roupas Consul 12kg 220V Branco""","""Consul""","""""",1599.9,ed
5541618,"""Máquina de Lavar Roupas Consul 11Kg CWS11AB 127V Branco""","""Consul""","""""",1569.9,ed
7121076,"""Lava e Seca Evo 7kg Mueller 127V Branco""","""Mueller""","""""",2299.9,ed
6456244,"""Lava e Seca Vip 7kg Mueller 220V Branco""","""Mueller""","""""",2799.9,ed
6254037,"""Lava e Seca Vip 7kg Mueller 127V Branco""","""Mueller""","""""",2799.9,ed
5373903,"""Lavadora 5kg Turbilhão Suggar 127V Branco/Azul""","""Suggar""","""""",379.9,ed
5560308,"""Lavadora de Roupas Turbilhão Max 7Kg Suggar 127V Branco""","""Suggar""","""""",409.9,ed
