Code,Title,Brand,Model,Price,Category
7129800,"""Lavadora e Secadora Eco Vapor 12Kg (LSE12)""","""Electrolux""","""Electrolux""",None,ed
6379302,"""Lava e Seca 8,5Kg LG Direct Drive WD1485ATB - Água Quente com 14 Programas de Lavagem Branca 110V""","""LG""","""""",None,ed
6616003,"""Lava e Seca 8,5Kg LG Direct Drive WD1485ATAB - Água Quente com 14 Programas de Lavagem Branca 220V""","""LG""","""""",None,ed
6702858,"""Lavadora de Roupa 10Kg New Up""","""NewMaq""","""Newmaq""",None,ed
6016404,"""Lavadora de Roupa 15kg Brastemp 2 Cestos BWD15AB""","""BRASTEMP""","""""",None,ed
6620169,"""Lavadora de Roupas Electrolux Automática 17kg Branca 127v LAI17""","""Electrolux""","""""",None,ed
6793234,"""Lavadora e Secadora Samsung WD700 15 kg Inox 110V WD15H7300KP/AZ""","""Samsung""","""""",None,ed
7029378,"""Lava e Seca LG Mega Touch Branca 8,5 kg 220V  WD9WE6A""","""LG""","""""",None,ed
7227195,"""Lava e Seca LG Top Gun Aço Escovado 14 kg 110V  WD1014RD7""","""LG""","""""",None,ed
7016992,"""Lava e Seca LG Prime Big Door Aço Escovado 10,2 kg 110V  WD1412RT7B""","""LG""","""""",None,ed
7146067,"""Lava e Seca LG Prime Big Door Branca 8,5 kg  220V  WD1485ATAB""","""LG""","""""",None,ed
7292722,"""Lava e Seca LG Prime Big Door Branca 8,5 kg  110V  WD1485ATB""","""LG""","""""",None,ed
7382494,"""Lava e Seca LG Top Gun Aço Escovado 14 kg 220V  WD1014RDA7""","""LG""","""""",None,ed
6191369,"""Lava e Seca Midea Acqua Branca 10,1 kg 110V  LSA101""","""MIDEA""","""""",None,ed
6110560,"""Lava e Seca LG Prime Aço Escovado 11 Kg 110V  WD11EP6""","""LG""","""""",None,ed
6753119,"""Lava e Seca Midea Acqua Prata 12 kg 220V  LSX122""","""MIDEA""","""""",None,ed
6878684,"""Lava e Seca Midea Acqua Branca 10,1 kg 220V  LSA102""","""MIDEA""","""""",None,ed
6395747,"""Lava e Seca LG Prime Aço Escovado 11 Kg 220V  WD11EP6A""","""LG""","""""",None,ed
5053306,"""Lavadora E Secadora Wd6000J 10.2Kg Branca""","""Samsung""","""Samsung""",None,ed
6199261,"""Lavadora de Roupas 4Kg Wanke Semi Automática Lis""","""WANKE""","""""",None,ed
5034692,"""Lavadora E Secadora Ecobubble 10.2Kg Branca""","""Samsung""","""Samsung""",None,ed
5044978,"""Lavadoura e Secadora de Roupas Samsung 10,2 Kg WD10 Ecobubble Prata 110V""","""Samsung""","""""",None,ed
6919137,"""Lavadora e Secadora de Roupas Samsung 8,5 Kg WD85M Ecobuble Branca""","""Samsung""","""""",None,ed
7142862,"""Lava e Seca LG Prime Big Door Aço Escovado 8,5 kg 110V  WD1485AT7B""","""LG""","""""",None,ed
5517717,"""Lava e Seca LG Smart Care Prime Touch 11kg - WD11WP6  - 110v""","""LG""","""""",None,ed
8309574,"""Lavadora e Secadora Samsung WD7000 15 kg Inox 110V WD15H7300KP/AZ""","""Samsung""","""""",None,ed
6202205,"""Lavadora e Secadora de Roupas Samsung 10,2 kg WD10J6410AX EcoBubble Inox Look""","""Samsung""","""""",None,ed
6067098,"""Lavadora e Secadora de Roupas Samsung 10,2 kg WD10J6410AX EcoBubble Inox Look 220V""","""Samsung""","""""",None,ed
2144110,"""Lava e Seca LG 10,2Kg Direct Drive WD1412RTB""","""lg""","""14 Programas de Lavagem Água Quente""",None,ed
2139702,"""Lava e Seca Samsung 15kg Inox WD7000""","""samsung""","""13 Programas de Lavagem""",None,ed
2155628,"""Lava e Seca LG 14kg Top Gun WD1014RD7""","""lg""","""12 Programas de Lavagem Água Quente""",None,ed
2190595,"""Lava e Seca Panasonic 10,1kg NA-S107F2W""","""panasonic""","""13 Programas de Lavagem Água Quente""",None,ed
105397,"""Lava e Seca 9Kg Samsung WD6000 WD90J6410AW""","""samsung""","""13 Programas de Lavagem""",None,ed
